Startup,Industry,Sub Vertical,City,Investors,Investment Type,Investment Amount($),Date
Murgency,Consumer Internet,Medical Emergency Response App,Mumbai,Rata Tata,Private Equity,20770463.751474757,2016-05-17
Crownit,Consumer Internet,Mobile customer rewards management platform,Gurugram,"Undisclosed Investors, Accel Partners, Helion Venture Partners",Private Equity,20770463.751474757,2016-05-17
Blinge,E-commerce,Apparel Rental platform,Mumbai,"Anupam Mittal, Anuj Srivastava, Ankit Nagori",Seed Funding,20770463.751474757,2016-05-17
TheSmartQ,Consumer Internet,Food Ordering Mobile App,Bengaluru,YourNest Angel Fund,Seed Funding,250000.0,2016-05-18
PurpleHealth,Consumer Internet,Online health-on-demand platform,Trivandrum,Katabole Technology Venture,Seed Funding,100000.0,2016-05-18
Fundamentor,Education,Aptitude Development Program,Pune,Subramanya SV,Seed Funding,20770463.751474757,2016-05-18
EduPristine,Education,Online Certification Courses,Mumbai,"Kaizen Management Advisors, DeVry Inc",Private Equity,10000000.0,2016-05-18
BhiveWorkspace,Real Estate,Co-Working Spaces,Bengaluru,Blume Ventures,Private Equity,1000000.0,2016-05-18
Parentlane,Consumer Internet,Parenting & Child Care app,Bengaluru,"Sujeet Kumar, Aprameya, Sumit Jain, Subramanya Venkat, Venk, Ravi Machani, Hitesh Gupta, Rohit Choudhary",Seed Funding,20770463.751474757,2016-05-18
Appie,Consumer Internet,Location-based offline retail discovery platform,Mumbai,Undisclosed Investors,Seed Funding,1000000.0,2016-05-19
Niki.ai,Technology,Artificial Intelligence Platform,Bengaluru,Ratan Tata,Private Equity,2000000.0,2016-05-19
TaxiVaxi,Consumer Internet,Cab Aggregating Platform,Delhi,Undisclosed Investors,Seed Funding,500000.0,2016-05-19
Veqta,Consumer Internet,On Demand Digital Sports Network,Delhi,"Chatsworth Management, ITW Digital",Seed Funding,500000.0,2016-05-19
I2ifunding,Consumer Internet,Online Peer to Peer Funding,Noida,Undisclosed Investors,Seed Funding,300000.0,2016-05-20
EduRev,Consumer Internet,Online Learning Platform,Gurugram,Pradeep Reddy Kamasan,Seed Funding,20770463.751474757,2016-05-23
Hoppingo,Consumer Internet,Fashion Discovery platform,Delhi,vCommission,Seed Funding,89000.0,2016-05-23
Eatonomist,Consumer Internet,Food Delivery Platform,Gurugram,MCube Capital Advisors Pvt Ltd,Seed Funding,20770463.751474757,2016-05-24
Goalwise,Consumer Internet,Online investment platform,Bengaluru,Undisclosed Investors,Seed Funding,1000000.0,2016-05-24
Roast,Consumer Internet,Mobile entertainment App,Delhi,Indian Angel Network,Seed Funding,20770463.751474757,2016-05-25
Address Health,Healthcare,Pediatric Primary Healthcare Network,Bengaluru,Gray Matters Capital,Private Equity,1500000.0,2016-05-25
Arcatron Mobility,Technology,Mobility Devices for differently abled,Pune,Sudhir Mehta,Seed Funding,100000.0,2016-05-25
SheThePeople,Consumer Internet,Digital platform for Women,Delhi,Anand Mahindra,Seed Funding,20770463.751474757,2016-05-25
Cleartax,Consumer Internet,Online Income Tax Filing platform,Bengaluru,"FF Angel, Sequoia Capital",Private Equity,2000000.0,2016-05-26
Consure Medical,Healthcare,Medical Devices Kit manufacturer,Delhi,"Accel Partners, Indian Angel Network, India Innovation Fund India Venture Partners",Private Equity,20770463.751474757,2016-05-26
mChamp,Consumer Internet,Celebrity Entertainment Contest App,Delhi,MoMagic Technologies,Seed Funding,475000.0,2016-05-26
Pianta,Consumer Internet,Online healthcare service discovery platform,Bengaluru,"Kunal Shah, Sandeep Tandon",Seed Funding,20770463.751474757,2016-05-27
Vahanalytics,Technology,Safe driving Analytics platform,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed Funding,200000.0,2016-05-30
Play Your Sport,Consumer Internet,Location based Sports & Fitness Discovery App,Delhi,Undisclosed Investors,Seed Funding,20770463.751474757,2016-05-31
Koovs,E-commerce,Apparel & Lifestyle eTailer,Delhi,HT Media Ltd,Private Equity,4400000.0,2016-05-31
CCavenue,Consumer Internet,Payment Gateway,Mumbai,NSI Infinium Global Pvt. Ltd,Private Equity,8900000.0,2016-05-31
1mg,E-commerce,Online Pharmacy,Gurugram,HBM Healthcare Investments,Private Equity,13333333.333333334,2016-05-31
Tpot,Food & Beverage,QSR Chain,Gurugram,Ashish Gupta,Seed Funding,20770463.751474757,2016-05-31
MachaDalo,Consumer Internet,Hyperlocal Advertising Platform,Mumbai,Undisclosed Investors,Seed Funding,175000.0,2016-05-31
Dil Mil,Consumer Internet,Matchmaking Mobile App,SFO / Bangalore,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",Private Equity,2700000.0,2016-01-04
PicsDream,Consumer Internet,Online Marketplace for Photographers,Delhi,Raman Roy,Seed Funding,20770463.751474757,2016-01-04
Process 9,Consumer Internet,online translation and transliteration,Gurugram,"Indian Angel Network, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, and Ajai Chowdhry",Seed Funding,20770463.751474757,2016-01-04
Housing,Consumer Internet,Real Estate Portal,Mumbai,Vineet Singh,Private Equity,20770463.751474757,2016-04-04
Roll Mafia,Food & Beverage,Rolls & Biryanis QSR chain,Pune,Undisclosed Investors,Seed Funding,20770463.751474757,2016-04-04
Hungama,Consumer Internet,Digital Media Entertainment Portal,Mumbai,Xiaomi Inc,Private Equity,25000000.0,2016-04-04
Highway Delite,Consumer Internet,Various Highway Help Services,Bengaluru,N.S. Raghavan Centre for Entrepreneurial Learning,Seed Funding,20770463.751474757,2016-04-04
Cult Fitness,Healthcare,Healthcare training programs,Bengaluru,Mukesh Bansal,Seed Funding,20770463.751474757,2016-05-04
Haptik,Technology,Personal Assistant App,Mumbai,Times Internet Ltd,Private Equity,20770463.751474757,2016-05-04
Servify,Consumer Internet,Gadget & Appliances Service App,Mumbai,"Blume Ventures, Barkawi Holdings GmbH, TM Service Technology Holdings GmbH",Private Equity,20770463.751474757,2016-05-04
Shipsy,Logistics,Logistics Solutions,Gurugram,DTDC Express Ltd,Private Equity,1000000.0,2016-06-04
Gear6,Consumer Internet,Online bike service and repairs platform,Bengaluru,Ninestarter,Seed Funding,500000.0,2016-06-04
MyGlamm,Consumer Internet,Mobile based on-demand Beauty Services platform,Mumbai,L'Occitane,Private Equity,6000000.0,2016-06-04
Petoo,Consumer Internet,Online Food Delivery Platform,Bengaluru,Axilor Ventures,Private Equity,1000000.0,2016-06-04
Truly Social,Consumer Internet,Mobile Gaming Studio,London,Nazara Technologies Pvt Ltd,Private Equity,20770463.751474757,2016-07-04
Little Black Book,Consumer Internet,"Curated Food, event & Lifestyle guide",Delhi,"IDG, Indian Angel Network",Seed Funding,1000000.0,2016-08-04
Vahan,Education,Mobile Education Platform,Chennai,Villgro,Seed Funding,20770463.751474757,2016-08-04
Imedilane,Consumer Internet,Online Health Diagnosis platform,Delhi,"Mahendra Patel, Nilender Chauhan",Seed Funding,40000.0,2016-08-04
Living Local,Consumer Internet,Social discovery platform,Mumbai,Rattan Chadha,Seed Funding,200000.0,2016-11-04
Vegfru,E-commerce,Online Fruit & Vegetable Marketplace,Delhi,Wingify,Seed Funding,20770463.751474757,2016-11-04
OYO Rooms,Consumer Internet,Online Branded Budget Room Booking Service,Delhi,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery",Private Equity,100000000.0,2016-11-04
PriceRaja,Consumer Internet,Price Comparison Portal,Gurugram,Prashant Puri,Seed Funding,300000.0,2016-11-04
MagicX,Consumer Internet,On-Demand Task Management App,Bengaluru,"Kris Gopalakrishnan, Dr. Ranjan Pai",Seed Funding,1000000.0,2016-12-04
Happydemic,Consumer Internet,Artist Discovery & Booking platform,Mumbai,Shaan,Seed Funding,20770463.751474757,2016-12-04
LenDenClub,Finance,Peer-to-Peer Lending Platform,Mumbai,"Anirudh Damani, Daud Ali, Narendra Karnavat, Vikas Kapoor, Vikram Lakhotia, Krishna Jhunjhunwaala, Jayesh Shah",Seed Funding,20770463.751474757,2016-12-04
Indi,Consumer Internet,Video Social Network,Unknown,Anil Kapoor,Seed Funding,20770463.751474757,2016-12-04
LegalRaasta,Consumer Internet,Online legal Services for Startups,Delhi,"Pravin Khandelwal, Yatin Kumar Jain",Seed Funding,1000000.0,2016-04-13
RainCan,Consumer Internet,Subscription-based grocery delivery Mobile App,Pune,Dr. Aniruddha Malpani,Seed Funding,150000.0,2016-04-13
Hippily,E-commerce,Fashion ECommerce App,Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed Funding,250000.0,2016-04-13
KredX,E-commerce,Invoice discounting xc2 xa0 Marketplace,Bengaluru,Prime Venture Partners,Seed Funding,750000.0,2016-04-13
Wedwise,Consumer Internet,Wedding related services community,Delhi,StartUp Equity Partners,Seed Funding,20770463.751474757,2016-04-14
BeaconsTalk,Technology,contextual mobile advertising,Mumbai,"Rajeev Agrawal, Prashant Gooty",Seed Funding,100000.0,2016-04-14
Deal 4Loans,Consumer Internet,Loan Comparison Portal,Noida,"Ram Shriram, Neeraj Arora, Puru Vashishtha",Seed Funding,20770463.751474757,2016-04-15
RenewBuy,Consumer Internet,Online Car & Bike Insurance Comparison portal,Delhi,Mount Nathan Advisors,Seed Funding,1000000.0,2016-04-15
Blue Box Media,Consumer Internet,Online Tech Portals,Jaipur,"Mahavir Pratap Sharma, Ajay Data, Yogesh Chaudhary, Sanjay Phophaliya, Siddharth Agarwal, Kamal Kothari",Seed Funding,20770463.751474757,2016-04-15
Vyomo,Consumer Internet,On-Demand Beauty Service provider,Delhi,Naturals Salon Chain,Private Equity,15000000.0,2016-04-15
Organicshop,E-commerce,Marketplace for organic products,Jaipur,"Vivek Nathani, Yogesh Chaudhary, Mahavir Pratap Sharma, Kamal Kothari, H C Jain",Seed Funding,20770463.751474757,2016-04-15
Mind Your Fleet,Consumer Internet,Car Rental Software,Noida,Undisclosed Investors,Seed Funding,20770463.751474757,2016-04-15
NestAway,Consumer Internet,Furnished Home Rental Platform,Bengaluru,Tiger Global,Private Equity,30000000.0,2016-04-15
TapChief,Consumer Internet,Expert Advice Platform,Bengaluru,Vijay Shekhar Sharma,Seed Funding,150000.0,2016-04-15
Rapido,Consumer Internet,Bike Aggregator App,Bengaluru,"Pawan Munjal, AdvantEdge Partners, Astarc Ventures",Private Equity,12737028.75,2016-04-18
Yufta,E-commerce,Women xe2 x80 x99s Fashion ECommerce Portal,Bengaluru,Ajay Data & other HNIs,Seed Funding,20770463.751474757,2016-04-18
Smytten,E-commerce,Online Discovery and Shopping Platform,Gurugram,Rajan Anandan,Seed Funding,200000.0,2016-04-18
Houssup,Consumer Internet,interior design and home furnishing portal,Jaipur,"Mitin Patel, Gaurav Agarwal",Seed Funding,20770463.751474757,2016-04-18
Jugnoo,Consumer Internet,On-demand Delivery & Logistics platform,Chandigarh,Paytm & existing investors,Private Equity,10000000.0,2016-04-18
Tork Motocycles,Automotive,Electric Motorcycle Manufacturer,Pune,"Bhavish Aggarwal, Ankit Bhati",Seed Funding,20770463.751474757,2016-04-18
Betaout,E-commerce,customer intelligence and marketing automation platform,Noida,"Stanford Angels, LetsVenture, Chennai Angels, Hyderabad Angels, Mumbai Angels",Private Equity,1500000.0,2016-04-19
DriversCart,Consumer Internet,on-demand chauffeur provider,Chennai,ah! Ventures,Seed Funding,450000.0,2016-04-19
LensKart,E-commerce,Eyewear etailing platform,Delhi,Ratan Tata,Private Equity,2825000.0,2016-04-19
CollegeDekho,Consumer Internet,College & Student information platform,Delhi,Man Capital,Private Equity,2000000.0,2016-04-19
OYOfit,Consumer Internet,Fitness Services Aggregator platform,Bengaluru,RN Agarwal,Seed Funding,20770463.751474757,2016-04-19
Oliveboard,Consumer Internet,Online exam practice & preparation platform,Bengaluru,India Educational Investment Fund,Private Equity,20770463.751474757,2016-04-19
Simplilearn,Consumer Internet,Online certification platform,Bengaluru,Brand Capital,Private Equity,11916666.666666666,2016-04-19
1mg,E-commerce,Online Pharmacy,Gurugram,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",Private Equity,15000000.0,2016-04-20
Fashalot,Consumer Internet,Fashion and Store discovery mobile app,Delhi,"YourNest Angel Fund, Rajul Garg",Seed Funding,20770463.751474757,2016-04-20
Broomberg,Consumer Internet,Cleaning Services Provider,Delhi,Undisclosed Investors,Seed Funding,20770463.751474757,2016-04-20
M.paani,Consumer Internet,Loyalty rewards platform,Mumbai,"Blume Ventures, Adil Allana, Aprameya Radhakrishna, Gautam Ivatury, Signal Point Partners",Seed Funding,20770463.751474757,2016-04-21
Yufta,E-commerce,hyperlocal fashion retail platform,Jaipur,Undisclosed Investors,Seed Funding,20770463.751474757,2016-04-21
mishTag,Consumer Internet,"Style, Fashion Discovery Mobile app",Delhi,"M&Y Partners, SVG Media, Anthil Ventures & others",Seed Funding,20770463.751474757,2016-04-21
Advanced Structures India,Automotive,Automotive Design and Engineering company,Bengaluru,GirnarSoft,Private Equity,20770463.751474757,2016-04-21
Licious,E-commerce,Mobile based Meat ordering App,Bengaluru,Mayfield India II Management Ltd,Private Equity,3000000.0,2016-04-22
Knolskae,Consumer Internet,Educational Gamification & Simulation platform,Bengaluru,"Inventus Capital Partners, HR Fund",Private Equity,20770463.751474757,2016-04-22
Druva,Technology,Converged Backup & Data Protection Solutions for Enterprises,Pune,"NTT Finance, Telephone Corporation",Private Equity,51000000.0,2016-04-22
TOKO Innovation Studios,Consumer Internet,Children's Entertainment Games & Products,Delhi,Indian Angel network,Seed Funding,450000.0,2016-04-22
Commut,Consumer Internet,Shuttle Service Provider,Hyderabad,50K Ventures,Seed Funding,200000.0,2016-04-25
Intouchapp,Consumer Internet,Contact Management Mobile App,Pune,Blume Ventures,Seed Funding,20770463.751474757,2016-04-25
Dropkaffe,Food & Beverage,Ready-to-Drink Beverage Producer,Bengaluru,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",Seed Funding,550000.0,2016-04-25
Transerv,Consumer Internet,Digital Payments platform,Mumbai,"IDFC SPICE Fund, Micromax Informatics",Private Equity,15000000.0,2016-04-26
ClearTax,Consumer Internet,Online filing of Tax returns,Bengaluru,"Max Levchin, Scott Banister",Private Equity,1300000.0,2016-04-26
Roposo,E-commerce,Social Fashion ECommerce Discovery platform,Gurugram,Bertelsmann India Investments,Private Equity,15000000.0,2016-04-26
Milkbasket,Consumer Internet,Micro Grocery Delivery Platform,Gurugram,EVC Ventures,Seed Funding,500000.0,2016-04-27
CareonGO,Consumer Internet,Online Pharmacy,Unknown,"Farooq Oomerbhoy, Anupam Mittal, Anand Mittal, Ravi Garikipati, Vibhu Garg, Singapore Angel Network, Konglo Ventures",Seed Funding,20770463.751474757,2016-04-27
RailYatri,Consumer Internet,Train Related Information portal,Noida,"Nandan Nilekani, Helion Ventures, Omidyar Networks, Blume Ventures",Private Equity,20770463.751474757,2016-04-27
Ichr,Consumer Internet,Mobile based Children health Information app,Delhi,Undisclosed Investors,Seed Funding,450000.0,2016-04-27
Murgency,Consumer Internet,Medical Emergency Response App,Mumbai,Axilor Ventures,Private Equity,20770463.751474757,2016-04-27
The Wedding Brigade,Consumer Internet,Online Wedding Information Portal,Mumbai,Blume Ventures & Other unnamed Investors,Seed Funding,600000.0,2016-04-28
DocsApp,Consumer Internet,Online Doctor Discovery & Chat platform,Bengaluru,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",Private Equity,1200000.0,2016-04-28
ImpactGuru,Consumer Internet,Online Crowdfunding platform for NGOs & Social Projects,Mumbai,"RB Investments, Fundnel",Seed Funding,500000.0,2016-04-29
LetReach,E-commerce,ECommerce SAAS Solutions,Delhi,vCommission,Private Equity,100000.0,2016-04-29
DriveU,Consumer Internet,Chauffeurs Discovery for private car owners,Bengaluru,Unitus Seed Fund,Seed Funding,2000000.0,2016-01-03
Gympik,Consumer Internet,"Fitness Centres, Gym Discovery online marketplace",Bengaluru,RoundGlass Partners,Private Equity,135000.0,2016-01-03
TestBook,Consumer Internet,Online Test Preparation Platform,Mumbai,S Chand & Co,Private Equity,20770463.751474757,2016-01-03
IQlect,Technology,Big Data Analytics Platform,Bengaluru,"Lip-Bu Tan, Michael Marks, Nicolas Braithwaite",Private Equity,20770463.751474757,2016-01-03
MoMark,Consumer Internet,Mobile Wallet Aggregation platform,Noida,YourNest Angel Fund,Private Equity,600000.0,2016-02-03
Skedool,Consumer Internet,AI based Office Assistant Mobile App,Seattle / Bangalore,"Kludein LLC\ Phanindra Sama, Narayan Ramachandran, Pranav Pai",Seed Funding,20770463.751474757,2016-02-03
Systemantics,Technology,Industrial robots maker,Bengaluru,"Nandan Nilekani, Accel Partners",Private Equity,1400000.0,2016-02-03
Vertuals,Technology,Audio Visual Digital Content creators for Brands,Mumbai,Dino Morea,Seed Funding,20770463.751474757,2016-03-03
Imarticus Learning,Education,Financial Services & Analytics Education Institute,Mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",Private Equity,1000000.0,2016-03-03
Shouut,Consumer Internet,Social Discovery Mobile app,Delhi,Undisclosed Investors,Seed Funding,500000.0,2016-03-03
TinyStep,Consumer Internet,Parenting Social Network Platform,Bengaluru,Matt Glickman,Private Equity,1790000.0,2016-04-03
Aahaa,E-commerce,Office Products Super Store,Chennai,YourNest Angel Fund,Private Equity,1000000.0,2016-04-03
Arcatron Mobility,Technology,Smart wheelchair Design and Development,Pune,"Sudhir Mehta, Anoop Hingorani",Seed Funding,100000.0,2016-04-03
FTCash,Consumer Internet,Mobile Payments Platform,Kolkata,IvyCap Ventures,Seed Funding,150000.0,2016-04-03
Civilsdaily,Consumer Internet,Civil Services News Aggregator,Delhi,Undisclosed Investors,Seed Funding,20770463.751474757,2016-04-03
Zappka,Consumer Internet,Mobile App discovery and review platform,Gurugram,"Daman Soni, Rajat Gupta & Others",Seed Funding,100000.0,2016-04-03
Tarusa World,E-commerce,Handicraft products eTailer,Mumbai,Mohit Gulati,Seed Funding,20770463.751474757,2016-04-03
medECUBE,Healthcare,Healthcare related Services provider,Gurugram,Artiman Ventures,Private Equity,4000000.0,2016-04-03
N.o.w,Consumer Internet,Bike Taxi Service & Hyperlocal Delivery App,Noida,"Ruchirans Jaipuria, Anuj Sanghi",Seed Funding,500000.0,2016-07-03
